ItemID,Category,ParentCategory
465333,Продукты быстрого приготовления,Бакалея
465343,Безалкогольное пиво,Напитки
465347,Сыры,Молочная продукция
465352,"Семечки, сухофрукты",Бакалея
465393,"Йогурты, творожки, десерты",Молочная продукция
465400,"Йогурты, творожки, десерты",Молочная продукция
465405,Кексы,Мучные изделия
465411,Черный и серый хлеб,Мучные изделия
465418,Компоненты для выпечки,Мучные изделия
465422,Игрушки для малышей,Для детей
465431,"Варенье, джемы, сиропы",Бакалея
465483,Драже,Сладости
465537,Кондиционеры для белья,Бытовая химия
465538,Кондиционеры для белья,Бытовая химия
465539,Кондиционеры для белья,Бытовая химия
465574,Печенье,Мучные изделия
465575,Печенье,Мучные изделия
465617,Сыры,Молочная продукция
465631,"Печень, сердце, желудок, субпродукты","Мясо, птица, рыба"
465635,Кухонные инструменты,Кухонные принадлежности
465639,Яйцо,"Мясо, птица, рыба"
465660,Морепродукты,"Мясо, птица, рыба"
465668,Растительное масло,Бакалея
465697,Мыло,"Красота, гигиена, здоровье"
465698,Чай,Напитки
465699,Детские средства для купания,Для детей
465706,Молоко,Молочная продукция
465707,Кефир,Молочная продукция
465749,Мясные полуфабрикаты,"Мясо, птица, рыба"
465902,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
465949,"Колбасы, ветчина","Мясо, птица, рыба"
466035,"Пеленки, подгузники, салфетки",Для детей
466038,Полуфабрикаты,Бакалея
466189,Рыбные консервы,"Мясо, птица, рыба"
466289,Креветки,"Мясо, птица, рыба"
466297,Полуфабрикаты,Бакалея
466306,"Колбасы, ветчина","Мясо, птица, рыба"
466324,"Колбасы, ветчина","Мясо, птица, рыба"
466352,Влажные корма,Зоотовары
466353,Влажные корма,Зоотовары
466506,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
466511,Индейка,"Мясо, птица, рыба"
466517,Фрукты,Овощи и фрукты
466519,Овощные смеси,Овощи и фрукты
466520,Чай,Напитки
466521,Салфетки и тряпки для уборки,Бытовая химия
466522,Чай,Напитки
466523,Чай,Напитки
466526,"Колготки, чулки",Текстиль
466527,"Колготки, чулки",Текстиль
466528,"Колготки, чулки",Текстиль
466530,Зубные щётки,"Красота, гигиена, здоровье"
466536,Овощные консервы,Овощи и фрукты
466583,"Семечки, сухофрукты",Бакалея
466600,Соусы,Бакалея
466607,Черный и серый хлеб,Мучные изделия
466626,Пирожки,Мучные изделия
466664,"Сушки, сухари",Мучные изделия
466706,Мясные консервы,"Мясо, птица, рыба"
466707,Мясные консервы,"Мясо, птица, рыба"
466722,Автоматические освежители,Бытовая химия
466723,Автоматические освежители,Бытовая химия
466730,Соусы,Бакалея
466750,Чай,Напитки
466755,Соусы,Бакалея
466771,Черный и серый хлеб,Мучные изделия
466780,Шоколадные и арахисовые пасты,Сладости
466781,Шоколадные и арахисовые пасты,Сладости
466793,Овощные консервы,Овощи и фрукты
466801,Черный и серый хлеб,Мучные изделия
466802,Черный и серый хлеб,Мучные изделия
466830,Чай,Напитки
466831,Чай,Напитки
466834,"Бальзамы, кондиционеры","Красота, гигиена, здоровье"
466838,Лимонады,Напитки
466839,Игровые наборы,Для детей
466844,Индейка,"Мясо, птица, рыба"
466853,Растительное масло,Бакалея
466856,Растительное масло,Бакалея
466857,Растительное масло,Бакалея
466858,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
466870,Пельмени,Бакалея
466871,Компоненты для выпечки,Мучные изделия
466872,Компоненты для выпечки,Мучные изделия
466873,Компоненты для выпечки,Мучные изделия
466878,Компоненты для выпечки,Мучные изделия
466879,Пюре,Для детей
466880,Пюре,Для детей
466915,"Томатные пасты, кетчуп",Бакалея
466924,Детские игрушки,Для детей
466928,Пироги,Мучные изделия
466929,Пироги,Мучные изделия
466934,"Творог, сырки",Молочная продукция
466954,"Колбасы, ветчина","Мясо, птица, рыба"
466959,"Паштеты, зельцы","Мясо, птица, рыба"
466960,"Паштеты, зельцы","Мясо, птица, рыба"
466962,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
466976,"Макароны, паста",Бакалея
466978,Конфеты шоколадные,Сладости
466979,Конфеты шоколадные,Сладости
466991,Кисломолочные продукты и закваски,Молочная продукция
467007,Шампуни,"Красота, гигиена, здоровье"
467008,"Бальзамы, кондиционеры","Красота, гигиена, здоровье"
467011,Специи и приправы,Бакалея
467109,Специи и приправы,Бакалея
467110,Специи и приправы,Бакалея
467111,Печенье,Мучные изделия
467135,"Масло, маргарин, спред",Бакалея
467136,"Масло, маргарин, спред",Бакалея
467137,"Макароны, паста",Бакалея
467138,"Макароны, паста",Бакалея
467148,"Макароны, паста",Бакалея
467149,"Макароны, паста",Бакалея
467150,"Макароны, паста",Бакалея
467153,Специи и приправы,Бакалея
467158,Специи и приправы,Бакалея
467168,"Творог, сырки",Молочная продукция
467169,"Творог, сырки",Молочная продукция
467175,"Йогурты, творожки, десерты",Молочная продукция
467211,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
467217,Полуфабрикаты,Бакалея
467265,Овощные консервы,Овощи и фрукты
467424,Кофе,Напитки
467591,Готовые блюда охлажденные,Бакалея
467632,Специи и приправы,Бакалея
467633,Специи и приправы,Бакалея
467635,Специи и приправы,Бакалея
467636,Специи и приправы,Бакалея
467692,Овощные консервы,Овощи и фрукты
467741,Соусы,Бакалея
467744,Рыбные консервы,"Мясо, птица, рыба"
467749,Кофе,Напитки
467750,Овощные консервы,Овощи и фрукты
467765,Яйцо,"Мясо, птица, рыба"
467868,Диабетическая продукция,"Красота, гигиена, здоровье"
467871,"Варенье, джемы, сиропы",Бакалея
467872,"Варенье, джемы, сиропы",Бакалея
467873,Компоненты для выпечки,Мучные изделия
467945,Компоненты для выпечки,Мучные изделия
467972,Ополаскиватели для рта,"Красота, гигиена, здоровье"
467975,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
467977,Мармелад,Сладости
467978,Мармелад,Сладости
467979,Сладости,Сладости
468001,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
468010,Туалетная бумага,"Красота, гигиена, здоровье"
468043,Пельмени,Бакалея
468044,Пельмени,Бакалея
468045,Пельмени,Бакалея
468068,Сыры,Молочная продукция
468069,Сыры,Молочная продукция
468070,Шоколадные плитки,Сладости
468079,"Семечки, сухофрукты",Бакалея
468093,"Шоколад, батончики",Сладости
468094,Шоколадные плитки,Сладости
468095,Шоколадные плитки,Сладости
468096,Инвентарь и аксессуары для сада,Для дома и сада
468114,"Макароны, паста",Бакалея
468115,Крупы и бобовые,Бакалея
468116,Крупы и бобовые,Бакалея
468117,Чай,Напитки
468191,Овощи,Овощи и фрукты
468220,Крупы и бобовые,Бакалея
468230,"Подушечки, мюсли, хлопья",Бакалея
468231,Соль,Бакалея
468318,"Колбасы, ветчина","Мясо, птица, рыба"
468319,"Варенье, джемы, сиропы",Бакалея
468326,Деликатесы и копчености,"Мясо, птица, рыба"
468327,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
468341,Сметана,Молочная продукция
468365,Печенье,Мучные изделия
468366,Печенье,Мучные изделия
468382,Канцелярские принадлежности,Для школы
468404,Таблетки для посудомоечных машин,Бытовая химия
468408,Средства для розжига,Для дома и сада
468426,Борьба с насекомыми,Для дома и сада
468457,Пюре,Для детей
468458,Пюре,Для детей
468459,Пюре,Для детей
468467,Сыры,Молочная продукция
468473,Печенье,Мучные изделия
468503,Сыры,Молочная продукция
468513,Печенье,Мучные изделия
468517,Печенье,Мучные изделия
468518,Печенье,Мучные изделия
468536,"Творог, сырки",Молочная продукция
468537,Газированные напитки,Напитки
468540,Мыло,"Красота, гигиена, здоровье"
468541,Универсальные чистящие средства,Бытовая химия
468547,Универсальные чистящие средства,Бытовая химия
468548,Для пола,Бытовая химия
468588,Пюре,Для детей
468592,"Маски, масла, сыворотки","Красота, гигиена, здоровье"
468609,Хранение вещей,Для дома и сада
468613,"Колбасы, ветчина","Мясо, птица, рыба"
468624,Компоненты для выпечки,Мучные изделия
468626,Конфеты шоколадные,Сладости
468628,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
468630,Пюре,Для детей
468643,Шампуни,"Красота, гигиена, здоровье"
468645,Сыры,Молочная продукция
468646,Овощи,Овощи и фрукты
468651,Конфеты,Сладости
468709,"Сухари, баранки, соломка",Мучные изделия
468719,Влажные корма,Зоотовары
468720,Влажные корма,Зоотовары
468727,Дезодоранты,"Красота, гигиена, здоровье"
468728,Дезодоранты,"Красота, гигиена, здоровье"
468753,Аэрозоли,Бытовая химия
468768,Специи и приправы,Бакалея
468776,"Шоколад, батончики",Сладости
468777,Специи и приправы,Бакалея
468781,"Соленая, маринованная рыба","Мясо, птица, рыба"
468782,"Соленая, маринованная рыба","Мясо, птица, рыба"
468792,"Носки, гольфы",Текстиль
468800,"Носки, гольфы",Текстиль
468801,"Носки, гольфы",Текстиль
468802,"Носки, гольфы",Текстиль
468803,"Носки, гольфы",Текстиль
468804,"Носки, гольфы",Текстиль
468808,"Носки, гольфы",Текстиль
468816,Специи и приправы,Бакалея
468817,Гели для душа,"Красота, гигиена, здоровье"
468818,Яйцо,"Мясо, птица, рыба"
468819,Яйцо,"Мясо, птица, рыба"
468822,Соусы,Бакалея
468825,Специи и приправы,Бакалея
468827,Специи и приправы,Бакалея
468840,Специи и приправы,Бакалея
468863,"Макароны, паста",Бакалея
468869,Кефир,Молочная продукция
468878,"Восточные сладости, халва",Сладости
468893,Кондиционеры для белья,Бытовая химия
468895,Кондиционеры для белья,Бытовая химия
468934,Зубные щётки,"Красота, гигиена, здоровье"
469032,Мыло,"Красота, гигиена, здоровье"
469057,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
469058,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
469120,Растительные напитки и молоко,Напитки
469121,Контейнеры,Кухонные принадлежности
469122,Уход за одеждой,Бытовая химия
469123,Уход за одеждой,Бытовая химия
469125,Уход за одеждой,Бытовая химия
469127,Уход за одеждой,Бытовая химия
469129,Уход за одеждой,Бытовая химия
469130,Уход за одеждой,Бытовая химия
469132,"Творог, сырки",Молочная продукция
469134,"Йогурты, творожки, десерты",Молочная продукция
469135,"Йогурты, творожки, десерты",Молочная продукция
469136,Кефир,Молочная продукция
469137,Кисломолочные продукты и закваски,Молочная продукция
469138,Кефир,Молочная продукция
469143,Кремы для ног,"Красота, гигиена, здоровье"
469151,Овощи,Овощи и фрукты
469154,Овощи,Овощи и фрукты
469176,"Творог, сырки",Молочная продукция
469191,Растительные напитки и молоко,Напитки
469193,Напитки и соки,Напитки
469194,Зубные пасты,"Красота, гигиена, здоровье"
469195,Постельное белье,Текстиль
469197,Напитки и соки,Напитки
469198,Постельное белье,Текстиль
469199,Постельное белье,Текстиль
469207,Сметана,Молочная продукция
469209,Кефир,Молочная продукция
469210,Кефир,Молочная продукция
469211,Сметана,Молочная продукция
469212,Молоко,Молочная продукция
469216,Сыры,Молочная продукция
469217,Сыры,Молочная продукция
469218,Шампуни,"Красота, гигиена, здоровье"
469240,Специи и приправы,Бакалея
469242,Специи и приправы,Бакалея
469245,Влажные корма,Зоотовары
469246,Влажные корма,Зоотовары
469251,Живые цветы,Для дома и сада
469252,Живые цветы,Для дома и сада
469257,Крупы и бобовые,Бакалея
469259,Мука,Бакалея
469261,Мука,Бакалея
469262,Компоненты для выпечки,Мучные изделия
469263,Компоненты для выпечки,Мучные изделия
469272,Формы для выпечки,Кухонные принадлежности
469285,Живые цветы,Для дома и сада
469286,Живые цветы,Для дома и сада
469415,Диабетическая бакалея,Бакалея
469740,Кефир,Молочная продукция
470701,Напитки и соки,Напитки
471074,Полуфабрикаты,Бакалея
471075,"Носки, гольфы",Текстиль
471076,"Носки, гольфы",Текстиль
471082,Полуфабрикаты,Бакалея
471107,Продукты быстрого приготовления,Бакалея
471147,Печенье,Мучные изделия
471162,Дезодоранты,"Красота, гигиена, здоровье"
471163,Ополаскиватели для рта,"Красота, гигиена, здоровье"
471202,Фрукты,Овощи и фрукты
471247,Овощи,Овощи и фрукты
471300,Овощи,Овощи и фрукты
471302,Овощи,Овощи и фрукты
471370,Фрукты,Овощи и фрукты
471373,Фрукты,Овощи и фрукты
471403,Фрукты,Овощи и фрукты
471590,Продукты быстрого приготовления,Бакалея
471593,Черный и серый хлеб,Мучные изделия
472079,Пирожки,Мучные изделия
472085,Пирожки,Мучные изделия
472161,Черный и серый хлеб,Мучные изделия
472200,Черный и серый хлеб,Мучные изделия
472206,Черный и серый хлеб,Мучные изделия
472565,Кефир,Молочная продукция
472621,Кисломолочные продукты и закваски,Молочная продукция
472854,Черный и серый хлеб,Мучные изделия
472855,Черный и серый хлеб,Мучные изделия
472856,Черный и серый хлеб,Мучные изделия
472896,Кисломолочные продукты и закваски,Молочная продукция
472945,Кремы для лица,"Красота, гигиена, здоровье"
473097,Сухарики,Мучные изделия
473173,Продукты быстрого приготовления,Бакалея
473330,Компоненты для выпечки,Мучные изделия
473331,Крупы и бобовые,Бакалея
473332,Крупы и бобовые,Бакалея
473347,Замороженная рыба,"Мясо, птица, рыба"
473351,Зефир,Сладости
473352,Универсальные чистящие средства,Бытовая химия
473355,Компоненты для выпечки,Мучные изделия
473356,Компоненты для выпечки,Мучные изделия
473357,"Семечки, сухофрукты",Бакалея
473361,Зефир,Сладости
473362,Компоненты для выпечки,Мучные изделия
473363,Кофе,Напитки
473369,Кофе,Напитки
473390,Сметана,Молочная продукция
473456,Фрукты,Овощи и фрукты
473466,Фрукты,Овощи и фрукты
473493,Сыры,Молочная продукция
473685,Специи и приправы,Бакалея
473686,Специи и приправы,Бакалея
474005,"Семечки, сухофрукты",Бакалея
474218,Инвентарь и аксессуары для сада,Для дома и сада
474236,Клей и клейкая лента,Для дома и сада
474408,Наполнители для туалета,Зоотовары
474416,Чай,Напитки
474417,Чай,Напитки
474418,Чай,Напитки
474419,Чай,Напитки
474472,Мука,Бакалея
474484,Компоненты для выпечки,Мучные изделия
474485,Компоненты для выпечки,Мучные изделия
474496,Полезные сладости,Сладости
474497,Полезные сладости,Сладости
474498,Полезные сладости,Сладости
474501,Полезные сладости,Сладости
474502,Полезные сладости,Сладости
474503,Чай,Напитки
474536,Компоненты для выпечки,Мучные изделия
474537,Компоненты для выпечки,Мучные изделия
474538,Компоненты для выпечки,Мучные изделия
474539,Компоненты для выпечки,Мучные изделия
474544,Курица,"Мясо, птица, рыба"
474550,Сухие корма,Зоотовары
474553,Сухие корма,Зоотовары
474569,Гели для душа,"Красота, гигиена, здоровье"
474590,Гели для душа,"Красота, гигиена, здоровье"
474591,Гели для душа,"Красота, гигиена, здоровье"
474592,"Семечки, сухофрукты",Бакалея
474593,"Семечки, сухофрукты",Бакалея
474626,Ополаскиватели для рта,"Красота, гигиена, здоровье"
474628,Копченая и соленая рыба,"Мясо, птица, рыба"
474629,Овощные консервы,Овощи и фрукты
474631,Специи и приправы,Бакалея
474632,Уксус,Бакалея
474633,Яйцо,"Мясо, птица, рыба"
474635,"Соки, нектары",Напитки
474637,Сыры,Молочная продукция
474645,Мясные полуфабрикаты,"Мясо, птица, рыба"
474646,Мороженое,Молочная продукция
474657,Мороженое,Молочная продукция
474679,Мороженое,Молочная продукция
474696,Мороженое,Молочная продукция
474721,Уход за обувью,Бытовая химия
474964,Средства для снятия макияжа,"Красота, гигиена, здоровье"
475044,Хлебцы,Мучные изделия
475045,Хлебцы,Мучные изделия
475047,Сладости для диабетиков,Сладости
475164,Средства для розжига,Для дома и сада
475165,"Мангалы, грили, барбекю",Для дома и сада
475167,Аксессуары для барбекю,Для дома и сада
475181,Сметана,Молочная продукция
475182,Сметана,Молочная продукция
475183,"Дрова, уголь, брикеты",Для дома и сада
475184,Кофе,Напитки
475195,Рыба и морепродукты,"Мясо, птица, рыба"
475200,Сладости для диабетиков,Сладости
475201,Сладости для диабетиков,Сладости
475205,Рыба и морепродукты,"Мясо, птица, рыба"
475208,Рыба и морепродукты,"Мясо, птица, рыба"
475210,Рыба и морепродукты,"Мясо, птица, рыба"
475227,Фрукты,Овощи и фрукты
475251,Салфетки и носовые платки,"Красота, гигиена, здоровье"
475254,Растительное масло,Бакалея
475256,Растительное масло,Бакалея
475257,Растительное масло,Бакалея
475258,Растительное масло,Бакалея
475259,Растительное масло,Бакалея
475260,Растительное масло,Бакалея
475261,Растительное масло,Бакалея
475270,Пресервы и рыбные закуски,"Мясо, птица, рыба"
475272,Замороженная рыба,"Мясо, птица, рыба"
475290,Маски для лица,"Красота, гигиена, здоровье"
475291,Пресервы и рыбные закуски,"Мясо, птица, рыба"
475305,Хлебцы,Мучные изделия
475307,Фрукты,Овощи и фрукты
475311,Шампуни,"Красота, гигиена, здоровье"
475328,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
475367,Шоколадные и арахисовые пасты,Сладости
475403,"Шоколад, батончики",Сладости
475429,Хлебцы,Мучные изделия
475442,Игрушки для животных,Зоотовары
475443,Сладости для диабетиков,Сладости
475444,Сладости для диабетиков,Сладости
475450,Фрукты,Овощи и фрукты
475503,"Бальзамы, кондиционеры","Красота, гигиена, здоровье"
475505,Кофе,Напитки
475506,Кофе,Напитки
475507,Чай,Напитки
475516,Кофе,Напитки
475527,Чай,Напитки
475528,Чай,Напитки
475530,Кофе,Напитки
475531,Кофе,Напитки
475532,Кофе,Напитки
475533,Чай,Напитки
475547,Ножи,Кухонные принадлежности
475548,Ножи,Кухонные принадлежности
475549,Ножи,Кухонные принадлежности
475559,"Колбасы, ветчина","Мясо, птица, рыба"
475562,Сыры,Молочная продукция
475563,Сыры,Молочная продукция
475564,Сыры,Молочная продукция
475565,Сыры,Молочная продукция
475592,Сыры,Молочная продукция
475593,Сыры,Молочная продукция
475594,Сыры,Молочная продукция
475642,Мыло,"Красота, гигиена, здоровье"
475647,Мыло,"Красота, гигиена, здоровье"
475648,Мыло,"Красота, гигиена, здоровье"
475657,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
475659,Готовые блюда охлажденные,Бакалея
475660,Готовые блюда охлажденные,Бакалея
475665,Овощные консервы,Овощи и фрукты
475666,Овощные консервы,Овощи и фрукты
475677,"Йогурты, творожки, десерты",Молочная продукция
475678,"Йогурты, творожки, десерты",Молочная продукция
475679,"Йогурты, творожки, десерты",Молочная продукция
475682,Полуфабрикаты,Бакалея
475697,Овощные консервы,Овощи и фрукты
475704,Сыры,Молочная продукция
475754,Печенье,Мучные изделия
475755,Печенье,Мучные изделия
475758,Туалетная бумага,"Красота, гигиена, здоровье"
475785,"Семечки, сухофрукты",Бакалея
475808,Мороженое,Молочная продукция
475817,Замороженная рыба,"Мясо, птица, рыба"
475948,Пельмени,Бакалея
475958,Напитки,Напитки
475990,Кефир,Молочная продукция
476106,Чай,Напитки
476119,Свинина,"Мясо, птица, рыба"
476121,Свинина,"Мясо, птица, рыба"
476122,Свинина,"Мясо, птица, рыба"
476164,Кофе,Напитки
476274,Для ванны и туалета,Бытовая химия
476283,Соусы,Бакалея
476290,Соусы,Бакалея
476317,Чай,Напитки
476318,Краски для волос,"Красота, гигиена, здоровье"
476319,Соусы,Бакалея
476320,Мыло,"Красота, гигиена, здоровье"
476321,Краски для волос,"Красота, гигиена, здоровье"
476322,Мыло,"Красота, гигиена, здоровье"
476323,Шампуни,"Красота, гигиена, здоровье"
476324,Шампуни,"Красота, гигиена, здоровье"
476386,Фрукты,Овощи и фрукты
476413,Фрукты,Овощи и фрукты
476418,Овощи,Овощи и фрукты
476443,Грибы,Бакалея
476444,Овощи,Овощи и фрукты
476469,Овощи,Овощи и фрукты
476470,Фрукты,Овощи и фрукты
476518,Фрукты,Овощи и фрукты
476523,Фрукты,Овощи и фрукты
476548,Овощи,Овощи и фрукты
476581,Фрукты,Овощи и фрукты
476606,Фрукты,Овощи и фрукты
476620,"Колбасы, ветчина","Мясо, птица, рыба"
476642,Мороженое,Молочная продукция
476643,Мороженое,Молочная продукция
476646,Сметана,Молочная продукция
476647,Сметана,Молочная продукция
476665,Полуфабрикаты,Бакалея
476708,Кофе,Напитки
476710,Зубные пасты,"Красота, гигиена, здоровье"
476711,Зубные пасты,"Красота, гигиена, здоровье"
476718,Овощные консервы,Овощи и фрукты
476721,Детские игрушки,Для детей
476732,Зубные пасты,"Красота, гигиена, здоровье"
476737,Дезодоранты,"Красота, гигиена, здоровье"
476738,Дезодоранты,"Красота, гигиена, здоровье"
476739,Дезодоранты,"Красота, гигиена, здоровье"
476750,Шампуни,"Красота, гигиена, здоровье"
476771,Соленья,Овощи и фрукты
476782,Влажные корма,Зоотовары
476797,Для стекол и зеркал,Бытовая химия
476809,Соленья,Овощи и фрукты
476813,Соленья,Овощи и фрукты
476954,Кефир,Молочная продукция
476961,"Дрова, уголь, брикеты",Для дома и сада
476989,Борьба с насекомыми,Для дома и сада
476990,Борьба с насекомыми,Для дома и сада
477005,Лаки для укладки,"Красота, гигиена, здоровье"
477021,Борьба с насекомыми,Для дома и сада
477029,Соусы,Бакалея
477030,Соусы,Бакалея
477034,Соусы,Бакалея
477035,Соусы,Бакалея
477036,Соусы,Бакалея
477041,Деликатесы и копчености,"Мясо, птица, рыба"
477050,Для стекол и зеркал,Бытовая химия
477059,Пасхальные наборы,Для праздника
477062,Пасхальные наборы,Для праздника
477063,Пасхальные наборы,Для праздника
477064,Пасхальные наборы,Для праздника
477131,Кофе,Напитки
477144,Мороженое,Молочная продукция
477148,Кофе,Напитки
477195,"Колготки, чулки",Текстиль
477196,"Колготки, чулки",Текстиль
477197,"Колготки, чулки",Текстиль
477199,"Колготки, чулки",Текстиль
477210,Кисломолочные продукты,Молочная продукция
477212,"Йогурты, творожки, десерты",Молочная продукция
477214,Йогурты,Молочная продукция
477219,Кексы,Мучные изделия
477226,Шампуни,"Красота, гигиена, здоровье"
477240,"Колготки, чулки",Текстиль
477241,"Колготки, чулки",Текстиль
477242,"Колготки, чулки",Текстиль
477244,"Колготки, чулки",Текстиль
477245,"Колготки, чулки",Текстиль
477254,"Творог, сырки",Молочная продукция
477255,"Творог, сырки",Молочная продукция
477275,Растительное масло,Бакалея
477288,Салфетки,Для дома и сада
477327,Продукты быстрого приготовления,Бакалея
477328,Продукты быстрого приготовления,Бакалея
477329,Продукты быстрого приготовления,Бакалея
477334,Продукты быстрого приготовления,Бакалея
477370,Игрушечные машинки и наборы,Для детей
477381,Сельдь,"Мясо, птица, рыба"
477393,Шампуни,"Красота, гигиена, здоровье"
477394,Шампуни,"Красота, гигиена, здоровье"
477410,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
477412,Яйцо,"Мясо, птица, рыба"
477421,Холодный чай и кофе,Напитки
477423,Печенье,Мучные изделия
477424,Печенье,Мучные изделия
477425,"Йогурты, творожки, десерты",Молочная продукция
477483,Свинина,"Мясо, птица, рыба"
477484,Свинина,"Мясо, птица, рыба"
477485,Свинина,"Мясо, птица, рыба"
477503,Свинина,"Мясо, птица, рыба"
477516,Продукты быстрого приготовления,Бакалея
477523,Мясные полуфабрикаты,"Мясо, птица, рыба"
477529,Газированные напитки,Напитки
477542,Напитки и соки,Напитки
477580,Молоко,Молочная продукция
477581,Молоко,Молочная продукция
477582,Кисломолочные продукты и закваски,Молочная продукция
477633,Диабетическая бакалея,Бакалея
477741,Кефир,Молочная продукция
477751,"Макароны, паста",Бакалея
477752,"Макароны, паста",Бакалея
477781,Мыло,"Красота, гигиена, здоровье"
477908,Кисломолочные продукты и закваски,Молочная продукция
477909,Кисломолочные продукты и закваски,Молочная продукция
477925,Соусы,Бакалея
477926,Овощные консервы,Овощи и фрукты
477975,Полуфабрикаты,Бакалея
477985,Деликатесы и копчености,"Мясо, птица, рыба"
477988,"Колбасы, ветчина","Мясо, птица, рыба"
477992,"Колбасы, ветчина","Мясо, птица, рыба"
477993,"Колбасы, ветчина","Мясо, птица, рыба"
477997,"Колбасы, ветчина","Мясо, птица, рыба"
477998,"Колбасы, ветчина","Мясо, птица, рыба"
477999,"Колбасы, ветчина","Мясо, птица, рыба"
478000,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
478002,"Колбасы, ветчина","Мясо, птица, рыба"
478003,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
478006,Компоненты для выпечки,Мучные изделия
478007,Компоненты для выпечки,Мучные изделия
478008,Швабры,Для дома и сада
478009,Швабры,Для дома и сада
478010,Пирожки,Мучные изделия
478053,Кефир,Молочная продукция
478250,Кисломолочные продукты и закваски,Молочная продукция
478259,"Торты, пирожные, чизкейки",Мучные изделия
478288,Сливки,Молочная продукция
478299,Пироги,Мучные изделия
478314,Торты,Мучные изделия
478367,Пельмени,Бакалея
478368,Пельмени,Бакалея
478380,Специи и приправы,Бакалея
478405,"Масло, маргарин, спред",Бакалея
478406,"Масло, маргарин, спред",Бакалея
478431,Туалетная бумага,"Красота, гигиена, здоровье"
478458,Сметана,Молочная продукция
478498,"Творог, сырки",Молочная продукция
478586,Торты,Мучные изделия
478634,Чайники электрические,Кухонные принадлежности
478789,Товары для кемпинга,Для дома и сада
478867,Кофе,Напитки
478870,"Сушки, сухари, хлебцы",Мучные изделия
478897,Булочки,Мучные изделия
478898,Пироги,Мучные изделия
478899,Пирожки,Мучные изделия
478915,Пирожки,Мучные изделия
478916,Пирожки,Мучные изделия
478920,Пирожки,Мучные изделия
478921,Рыбные консервы,"Мясо, птица, рыба"
478929,Сыры,Молочная продукция
478938,"Колготки, чулки",Текстиль
478960,"Колготки, чулки",Текстиль
479017,Специи и приправы,Бакалея
479028,Булочки,Мучные изделия
479045,Контейнеры,Кухонные принадлежности
479051,Чайники и кофейники,Кухонные принадлежности
479058,Сметана,Молочная продукция
479059,Сыры,Молочная продукция
479068,Копченая и соленая рыба,"Мясо, птица, рыба"
479069,Копченая и соленая рыба,"Мясо, птица, рыба"
479121,Соусы,Бакалея
479123,Овощные консервы,Овощи и фрукты
479124,Специи и приправы,Бакалея
479126,"Горчица, хрен",Бакалея
479132,"Подушечки, мюсли, хлопья",Бакалея
479133,"Масло, маргарин, спред",Бакалея
479135,Корма,Зоотовары
479186,Сметана,Молочная продукция
479187,Сметана,Молочная продукция
479244,Холодный чай и кофе,Напитки
479245,Холодный чай и кофе,Напитки
479246,Холодный чай и кофе,Напитки
479258,Холодный чай и кофе,Напитки
479283,Холодный чай и кофе,Напитки
479319,Деликатесы и копчености,"Мясо, птица, рыба"
479320,"Колбасы, ветчина","Мясо, птица, рыба"
479375,"Утка, перепела","Мясо, птица, рыба"
479519,"Йогурты, творожки, десерты",Молочная продукция
479522,"Йогурты, творожки, десерты",Молочная продукция
479528,Каши,Бакалея
479599,Свинина,"Мясо, птица, рыба"
479613,Кексы,Мучные изделия
479614,Кексы,Мучные изделия
479619,"Колготки, чулки",Текстиль
479620,"Колготки, чулки",Текстиль
479628,"Носки, гольфы",Текстиль
479651,Пятновыводители,Бытовая химия
479652,Пятновыводители,Бытовая химия
479655,Кремы для лица,"Красота, гигиена, здоровье"
479656,Скраб и пилинг,"Красота, гигиена, здоровье"
479658,Кремы для лица,"Красота, гигиена, здоровье"
479701,Печенье,Мучные изделия
479702,Печенье,Мучные изделия
479722,Сладости для диабетиков,Сладости
479726,Говядина,"Мясо, птица, рыба"
479737,Говядина,"Мясо, птица, рыба"
479747,Уход за обувью,Бытовая химия
479748,Уход за обувью,Бытовая химия
479761,Пирожные,Мучные изделия
479762,Пирожные,Мучные изделия
479763,Печенье,Мучные изделия
479767,Говядина,"Мясо, птица, рыба"
479768,Говядина,"Мясо, птица, рыба"
479769,Говядина,"Мясо, птица, рыба"
479808,Газированные напитки,Напитки
479809,Газированные напитки,Напитки
479828,Орехи,Бакалея
479830,Уход за обувью,Бытовая химия
479831,Шампуни,"Красота, гигиена, здоровье"
479832,"Колбасы, ветчина","Мясо, птица, рыба"
479834,Чайники и кофейники,Кухонные принадлежности
